respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10822206061,235066737,2019-06-25 11:57:50,2019-06-25 12:03:26,Once a month,,,,,I park at the station when I visit Downtown Davis.,To enjoy the public spaces at the station.,,Weekends and/or holidays,,5 minutes or less,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Downtown Davis,,95618,I drive with others,,First reason,,,,,,,,,,,,,,,,,,First reason,,,,,,,,,,Very Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Neutral,Very Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,,Lively,Convenient parking,,Village Bakery pizza,Neutral,Neutral,Support,Support,Support,Support,Neutral,Strongly support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,45-54,2,"Between $100,000 and $150,000",2
10822198148,235066737,2019-06-25 11:54:34,2019-06-25 11:57:15,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,Neither true nor false,Neither true nor false,Neither true nor false,True,Somewhat true,Maybe,Yes,Definitely not,Yes,Probably not,Definitely not,Probably not,Probably not,Yes,Definitely not,Maybe,Definitely not,Definitely not,Definitely not,Definitely not,Maybe,Definitely not,Definitely not,Probably not,Maybe,-,95616,Yes,Female,,No,,,Caucasian,,,,,,35-44,1,"Between $50,000 and $74,999",4 or more
10822190826,235066737,2019-06-25 11:51:24,2019-06-25 11:51:45,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822176380,235066737,2019-06-25 11:45:37,2019-06-25 11:47:48,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Somewhat true,True,Neither true nor false,Neither true nor false,True,Yes,Maybe,Maybe,Yes,Probably not,Yes,Yes,Yes,Yes,Probably not,Yes,Definitely not,Probably not,Maybe,Yes,Probably not,Yes,Yes,Probably not,Yes,,95616,No,Female,,No,,,Caucasian,,,,,,,,,
10822171883,235066737,2019-06-25 11:43:48,2019-06-25 11:44:00,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822157358,235066737,2019-06-25 11:38:01,2019-06-25 11:38:07,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822155854,235066737,2019-06-25 11:37:16,2019-06-25 11:45:19,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Weekends and/or holidays,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Downtown Davis,,95616,I get picked up/dropped off by a friend or family member,,First reason,Second reason,Third reason,,,,,,,,,,,First reason,,,Second reason,,First reason,,Third reason,,,,,,,,Satisfied,,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Strongly support,,,Strongly support,,Strongly support,,Support,Strongly support,,,,,,,Support,,"If plans are to expand, please use existing architecture as basis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,No,,,Caucasian,,,,,,65+,1,"Between $75,000 and $99,999",2
10822155517,235066737,2019-06-25 11:37:00,2019-06-25 11:46:23,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,Charging Station,Weekends and/or holidays,,5-30 minutes,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Satisfied,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Very Satisfied,,Easy to access location,,,,,Useful transportation services,,Neutral,Support,Strongly support,Strongly support,Support,Support,Support,Strongly support,Oppose,Support,Oppose,Strongly support,Oppose,Support,Neutral,Strongly support,Oppose,A lot more charging stations as electric vehicle use increases rapidly. Easier access to them rather than going to back of lot. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,65+,2,"Between $75,000 and $99,999",1
10822145541,235066737,2019-06-25 11:33:01,2019-06-25 11:37:49,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Somewhat false,True,False,Somewhat true,False,Maybe,Maybe,Yes,Yes,Yes,Maybe,Maybe,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,,95616,No,Male,,No,,,,,,Pacific Islander,,,55-64,0,,1
10822144984,235066737,2019-06-25 11:32:59,2019-06-25 11:36:45,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Evening only,,5 minutes or less,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95618,I drive alone,,First reason,,Second reason,,,,,,,,,,First reason,,,,,,First reason,,,,,,,Second reason,,Third reason,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,,Easy to access location,,,,Convenient parking,Useful transportation services,,,,,Strongly support,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,25-34,3,"Over $150,000",3
10822143394,235066737,2019-06-25 11:32:14,2019-06-25 11:38:51,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Somewhat false,,False,Neither true nor false,Somewhat true,Definitely not,Probably not,Probably not,Probably not,Probably not,Maybe,Probably not,Maybe,Maybe,Definitely not,Maybe,Definitely not,Definitely not,Maybe,Maybe,Maybe,Maybe,Probably not,Probably not,Maybe,"If the train wasn't so expensive that would help a lot!  It would also be helpful if it had a more reliable schedule, ",95616,No,Female,,No,,,Caucasian,,,,,,65+,1,,3
10822142823,235066737,2019-06-25 11:31:36,2019-06-25 11:37:35,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Neither true nor false,Neither true nor false,False,Neither true nor false,True,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Definitely not,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,,95616,Yes,Female,,No,Asian,,,,,,,,25-34,1,"Between $30,000 and $49,999",2
10822120212,235066737,2019-06-25 10:49:32,2019-06-25 11:38:51,Once a month,,,,,,,"Travel or pick up someone, or ",Other (please specify),Depends on the need,5-30 minutes,Other (please specify),"Depends on the nature of the visit, whether it is work related, private or simply passing bye and dropping in for any specific interest",Other (please specify),"Varies, from City Hall, home or work related visits due to other related work-downtown visits",Other (please specify),"Depends -- if traveling, then my final destination; if for work, beack to City Hall, etc.",95618,Other (please specify),"Walk, bike or drive depending where I am coming from and purpose of visit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,,,Support,Strongly oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Neutral,Support,Strongly oppose,Support,Support,Strongly support,Neutral,Neutral,Use the station as an attractor to downtown; capitalize on its history and maximize its historic value and encourage more attractions to downtown relative to the station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,Black/African,,,,,,,,,,
10822106496,235066737,2019-06-25 11:17:18,2019-06-25 11:21:02,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,5 minutes or less,A group of friends or colleagues.,,Somewhere else in Davis,,Downtown Davis,,95616,I drive alone,,First reason,,,,,,First reason,,,,,,,,,,,,,,,,,,,,First reason,,Neutral,Neutral,Satisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,Convenient parking,,,Neutral,Support,Neutral,Neutral,Strongly support,Strongly support,Support,Support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",2
10822100589,235066737,2019-06-25 11:14:33,2019-06-25 11:18:12,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,Neither true nor false,False,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,,Maybe,Yes,Definitely not,Definitely not,Definitely not,Probably not,Definitely not,Maybe,Maybe,Probably not,Definitely not,Yes,,95616,No,Female,,No,,,Caucasian,,,,,,65+,1,"Between $50,000 and $74,999",1
10822088938,235066737,2019-06-25 11:09:43,2019-06-25 11:23:44,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive with others,,First reason,,,,,,First reason,,,,,,,,,,,,,,,,,First reason,,,,,Neutral,,Satisfied,Satisfied,Neutral,Dissatisfied,,Historic architecture,Easy to access location,,,,,,,,,,,,Strongly support,,,,,,,,,,,,"My wife and I use Amtrak periodically to visit relatives in Southern California. (The survey question about frequency of service contained choices for ""once monthly"" and ""once yearly"" but nothing in between.) Riding bicycles to the train station from our home in Stonegate is impractical because of our luggage (we're both in the age 60+ bracket). The survey questions about bicycling did not consider that limitation. Returning Amtrak trains we take often arrive at midnight or later, when public transit is unavailable. We distrust Uber and Lyft, and prefer to use our own vehicle rather than taking a commercial taxicab. Consequently, the availability of long-term parking at the train station is fundamentally important in our use of passenger rail service.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,65+,1,,2
10822083172,235066737,2019-06-25 11:07:42,2019-06-25 11:19:46,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,I drive with others,,First reason,,,,Second reason,,,,,,,First reason,,,,Second reason,,,First reason,,,,,Third reason,Second reason,,,,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Satisfied,Historic architecture,,Clean and well-maintained,Quiet,,,,Close to other downtown locations,Support,Support,Strongly support,Strongly support,Strongly support,Support,Support,Strongly support,Support,Support,Support,Support,Neutral,Support,Support,Support,Support,More shaded or covered seating in outdoor waiting areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,65+,0,"Between $100,000 and $150,000",2
10822082019,235066737,2019-06-25 11:07:04,2019-06-25 11:07:21,Once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822075716,235066737,2019-06-25 11:04:37,2019-06-25 11:09:44,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Weekends and/or holidays,,5-30 minutes,"I travel with a friend, colleague, or family member.",,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,95618,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Historic architecture,Easy to access location,,,,,Useful transportation services,,Neutral,Support,Support,Support,Support,Neutral,Support,Support,Oppose,Neutral,Neutral,Neutral,Oppose,Strongly support,Neutral,Neutral,Support,I like the idea mentioned above as improving the station's role as active public space.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,55-64,2,"Between $75,000 and $99,999",1
10822071896,235066737,2019-06-25 11:03:08,2019-06-25 11:07:10,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Somewhat true,False,Somewhat true,Somewhat true,Yes,Maybe,Maybe,Yes,Yes,Yes,Definitely not,Yes,Maybe,Maybe,Maybe,Yes,Yes,Yes,Maybe,Definitely not,Maybe,Maybe,Yes,Yes,priority for parking there and using the station should go to locals...right now it is attracting people from sacramento to park there and use train.,95618,Yes,Female,,No,,,Caucasian,,,,,,55-64,2,"Over $150,000",4 or more
10822068040,235066737,2019-06-25 11:01:08,2019-06-25 11:10:37,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Evening only,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Downtown Davis,,95616,I drive alone,,First reason,,Second reason,,Third reason,,,,Third reason,First reason,,Second reason,,,,,,,First reason,Second reason,,,,,,,,Third reason,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied,Satisfied,,Easy to access location,Clean and well-maintained,,,Convenient parking,,,Strongly support,Strongly support,Strongly support,Strongly support,Support,Strongly oppose,Strongly support,Strongly support,Strongly support,Oppose,Strongly support,Strongly support,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,Yes,,,Caucasian,,,,,,25-34,2,"Between $50,000 and $74,999",2
10822061308,235066737,2019-06-25 10:58:39,2019-06-25 11:01:59,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Neither true nor false,False,Somewhat false,Neither true nor false,Maybe,Definitely not,Definitely not,Probably not,Maybe,Maybe,Definitely not,Maybe,Maybe,Probably not,Maybe,Definitely not,Definitely not,Yes,Maybe,Definitely not,Probably not,Maybe,Maybe,Probably not,,95616,,,,,,,,,,,,,,,,
10822056141,235066737,2019-06-25 10:56:33,2019-06-25 11:00:39,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,My whole family.,,Somewhere else in Davis,,Downtown Davis,,95616,I drive with others,,First reason,,Second reason,,Third reason,Third reason,First reason,,,,,,,,,Second reason,,,Second reason,,,,,Third reason,First reason,,,,Neutral,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Historic architecture,Easy to access location,,,,,Useful transportation services,,Strongly support,Neutral,Strongly support,Support,Strongly support,Support,Support,Support,Support,Neutral,Oppose,Strongly oppose,Oppose,Neutral,Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,45-54,3,"Between $100,000 and $150,000",3
10822056009,235066737,2019-06-25 10:56:21,2019-06-25 11:03:34,Once a month,,,,,I park at the station when I visit Downtown Davis.,,,During the day,,More than 1 hour,"I travel with a friend, colleague, or family member.",,Downtown Davis,,Downtown Davis,,95616,I drive with others,,,First reason,,,,,,,,,,,,Second reason,,,Third reason,,,,,,,,,,,,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Neutral,Historic architecture,,,,,Convenient parking,Useful transportation services,,Support,Support,Support,Support,Support,Neutral,Strongly support,Support,Support,Neutral,Support,Neutral,Neutral,Support,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,65+,2,"Over $150,000",1
10822051314,235066737,2019-06-25 10:54:31,2019-06-25 11:01:24,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,Somewhat true,True,Somewhat false,Neither true nor false,True,Probably not,Probably not,Probably not,Probably not,Definitely not,Yes,Probably not,Definitely not,Maybe,Definitely not,Maybe,Definitely not,Definitely not,Probably not,Definitely not,Maybe,Probably not,Probably not,Definitely not,Yes,My ideas you probably cannot deliver. I think of London train stations which offer wonderful artisanal baked goods and wonderful unique sandwich shops. We can’t seem to do much better than awful chain Subway stores and other downmarket chain “food” offerings. Village pizza is a close nice place to the depot but we need lots more.,95616,Yes,Female,,No,,,Caucasian,,,,,,55-64,1,"Over $150,000",2
10822044641,235066737,2019-06-25 10:51:42,2019-06-25 11:02:50,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,To enjoy the public spaces at the station.,,During the day,,5-30 minutes,I'm always alone.,,Bay Area,,Downtown Davis,,94523,I drive alone,,,Third reason,,,,,,First reason,,,,,Second reason,,,,,,,,,,,,,First reason,,,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,,Easy to access location,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Neutral,Support,Neutral,Support,Support,Oppose,Neutral,Oppose,Oppose,Oppose,Neutral,Support,Neutral,Neutral,"The City of Davis needs to get a grip on the homeless issue, and work with Amtrak to ensure that those who utilize Amtrak are not harassed by the homeless. Davis PD and the City of Davis seem unwilling to assist the general public with homeless concerns and I personally know of several individuals that would pay money for services (i.e. Amtrak) or at businesses downtown, but refuse to enter downtown due to safety concerns related to the homeless and the lack of any response from Davis PD or City of Davis. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,,,,,,Other,35-44,2,,2
10822044492,235066737,2019-06-25 10:51:43,2019-06-25 11:34:51,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning only,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,,Third reason,Second reason,,,,First reason,,,,Third reason,Second reason,,,,First reason,,,,Second reason,Third reason,,,,,,,Neutral,Neutral,Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Historic architecture,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,Prefer not to say,,,,,,,Prefer not to say,,25-34,2,"Between $100,000 and $150,000",2
